63	100	43
87	33	25
50	71	37
34	86	26
34	29	73
61	34	24
98	97	15
21	8	68
84	2	55
64	94	16
52	38	40
46	37	62
16	26	16
25	27	12
99	79	27
50	99	26
1	57	24
14	62	88
9	24	77
71	68	12
84	51	17
38	45	73
1	6	57
31	12	85
6	76	20
70	45	2
20	50	35
26	62	5
55	51	43
83	32	21
55	55	60
2	47	83
62	29	37
28	51	31
47	26	20
6	44	64
56	17	25
11	57	100
73	25	3
52	93	51
28	9	32
40	55	47
28	44	71
94	55	74
4	19	21
70	96	64
95	32	95
3	37	55
71	13	83
81	71	45
55	38	28
69	23	56
7	56	43
28	66	21
99	79	62
39	19	20
61	86	24
60	74	70
7	96	67
18	81	52
97	31	87
85	1	90
73	74	77
31	88	86
77	25	15
48	35	37
67	14	73
92	35	86
16	3	4
64	39	13
81	61	85
35	48	81
73	93	93
27	18	91
81	42	25
35	6	16
93	40	4
85	41	16
85	4	31
35	57	56
63	71	68
93	1	98
51	81	96
87	79	98
17	81	55
23	67	25
11	18	4
100	71	18
58	27	18
37	48	31
57	61	70
36	91	57
29	65	99
32	9	32
7	73	77
74	46	66
64	42	56
78	83	74
40	27	41
72	57	67
48	98	29
100	95	87
30	75	86
58	68	75
31	95	35
7	91	45
10	4	27
99	73	16
65	4	10
19	49	19
92	18	11
30	63	35
17	15	45
79	4	61
84	8	87
39	59	50
57	33	19
96	79	92
9	57	43
80	2	75
100	84	11
39	65	83
10	69	8
91	35	99
71	29	35
46	36	38
10	73	48
63	33	48
23	74	78
28	91	73
75	62	39
44	13	36
86	12	4
38	48	21
24	26	65
30	53	20
83	9	71
77	87	76
93	3	66
21	92	81
9	82	13
68	70	7
97	69	86
95	44	99
93	63	92
55	37	76
78	97	49
1	69	7
8	40	91
48	14	92
65	53	23
92	67	9
4	17	91
23	34	19
64	15	99
97	82	44
57	37	7
49	54	78
54	22	46
97	26	61
28	47	96
61	82	55
71	6	53
14	54	15
87	66	77
63	77	78
85	85	69
16	43	11
75	22	98
22	71	18
41	90	87
95	6	57
34	71	35
70	90	13
25	33	21
2	43	65
99	100	95
2	80	99
49	22	32
13	33	10
67	55	3
15	99	33
76	30	89
76	95	14
4	46	76
100	66	17
33	87	83
30	32	85
37	70	72
10	90	66
54	23	55
85	32	87
29	60	13
12	75	55
29	52	26
35	82	49
10	86	18
83	70	19
93	99	50
76	7	43
44	56	77
65	78	19
96	60	74
48	96	84
19	94	46
24	34	82
96	12	20
16	22	47
72	75	96
75	67	83
88	24	31
67	26	14
69	52	84
59	69	57
29	12	99
26	82	50
51	32	10
86	35	18
17	100	30
44	8	38
65	58	57
15	45	90
14	42	84
96	80	85
26	41	27
54	7	56
22	45	18
83	59	34
28	23	45
75	3	36
41	44	24
22	6	58
48	21	43
60	52	45
78	47	15
5	55	88
16	36	82
37	15	94
56	98	20
79	50	49
67	56	11
12	42	24
74	47	38
91	30	6
75	2	100
72	24	41
64	32	46
48	99	58
26	31	30
66	4	20
62	28	89
74	1	43
78	54	81
76	69	17
80	78	85
74	69	31
26	80	61
96	80	48
87	99	12
33	100	17
18	17	47
62	68	41
76	83	51
63	94	82
92	61	25
49	64	96
87	65	21
89	27	89
87	85	4
47	43	100
61	47	92
51	64	38
36	16	70
29	24	66
78	57	59
25	69	37
17	26	30
69	35	96
92	44	78
49	15	35
15	53	32
86	24	97
89	72	66
34	67	95
21	35	97
93	72	28
89	94	23
72	48	27
64	29	26
16	55	58
96	76	51
52	62	28
81	95	94
71	40	7
17	45	46
64	98	7
58	4	5
51	53	64
31	56	86
90	81	7
41	72	35
63	21	54
86	72	79
86	35	84
46	7	14
48	29	20
10	31	100
35	46	77
82	77	26
21	82	99
86	7	94
49	92	87
85	70	9
89	40	64
7	14	95
62	77	57
44	51	56
46	66	80
63	69	26
27	54	91
49	38	23
39	80	52
79	41	89
11	3	96
65	25	31
22	69	94
50	28	53
75	100	1
51	85	77
24	13	81
90	27	43
34	98	10
53	60	27
4	21	54
21	15	49
82	88	47
82	85	3
97	27	22
68	86	57
55	67	57
73	94	39
18	16	74
76	53	64
52	10	77
86	10	66
93	44	75
2	65	29
87	90	81
74	58	41
60	47	52
48	49	87
24	51	82
33	76	55
84	9	4
21	98	16
95	81	9
35	14	38
98	89	41
86	24	55
21	31	83
94	20	83
52	63	19
21	58	93
47	61	7
44	24	49
100	29	60
60	70	24
13	17	79
86	31	58
25	39	90
48	46	8
63	46	40
71	95	2
33	56	89
14	59	54
11	44	88
94	58	75
11	16	26
17	67	67
27	93	48
70	2	20
35	46	76
96	19	71
63	96	12
91	33	70
40	88	49
64	54	22
47	68	99
45	7	30
20	3	25
11	23	14
5	86	4
3	83	53
49	4	46
94	49	46
60	95	39
48	53	96
79	25	47
47	78	39
19	42	8
96	89	1
72	31	69
15	81	85
50	33	7
2	93	34
14	85	33
62	30	21
13	40	5
58	31	19
72	71	58
10	80	2
56	35	25
55	13	68
95	32	99
16	65	36
65	74	95
65	20	59
54	67	24
59	25	42
91	33	66
42	78	54
19	58	17
93	30	66
22	88	14
45	56	5
16	74	24
58	51	48
65	75	57
55	23	23
87	33	26
85	90	31
40	82	58
12	28	63
17	19	49
26	42	71
76	96	89
44	78	54
52	56	40
5	37	43
79	8	69
6	70	46
91	52	2
55	82	55
90	44	29
49	56	58
81	92	51
52	2	2
